p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
C9orf89	7.6071323267156e-17	1.20648546936744	0.218	0.086	1.04324212728578e-12	1	C9orf89
STAC3	7.87684205164688e-17	2.85643363430137	0.088	0.017	1.08023011896285e-12	1	STAC3
MARC1	8.72813761221582e-17	5.54817126008089	0.041	0.002	1.19697679213928e-12	1	MARC1
TP53I3	9.25586227864452e-17	4.43202894700099	0.043	0.002	1.26934895289331e-12	1	TP53I3
PPIF	1.04045389926585e-16	2.43299124944268	0.112	0.028	1.42687847745319e-12	1	PPIF
TRIB1	1.24790160444267e-16	3.13652469651812	0.073	0.012	1.71137226033268e-12	1	TRIB1
ATF5	1.42427911034544e-16	2.43353026868178	0.088	0.017	1.95325637192773e-12	1	ATF5
STX10	1.68578007714643e-16	1.44087743588806	0.265	0.12	2.31187879779861e-12	1	STX10
HBEGF	1.89928014795701e-16	2.69797844791471	0.051	0.005	2.60467279490824e-12	1	HBEGF
NDUFB1	2.07367613694189e-16	1.19095121081718	0.305	0.151	2.8438394542021e-12	1	NDUFB1
UQCRFS1	2.67513915527115e-16	0.934628732053758	0.434	0.253	3.66868583753885e-12	1	UQCRFS1
MPP1	2.69216128276603e-16	0.95617225376191	0.147	0.047	3.69202998318534e-12	1	MPP1
RNPEP	3.0366001854396e-16	1.39459041843709	0.189	0.071	4.16439349431187e-12	1	RNPEP
NBPF10	3.17378266513975e-16	1.77027890256816	0.157	0.053	4.35252554697266e-12	1	NBPF10
RP11-295G20.2	3.28224944039157e-16	3.65534732928163	0.055	0.006	4.501276882553e-12	1	RP11-295G20.2
HOTAIRM1	3.4578048573474e-16	1.78898691895024	0.143	0.044	4.74203358136622e-12	1	HOTAIRM1
SIGLEC9	3.73157763712438e-16	3.60617773302005	0.063	0.009	5.11748557155237e-12	1	SIGLEC9
SNORD3D	4.64433864439169e-16	2.31109300990081	0.096	0.021	6.36924601691876e-12	1	SNORD3D
SLC16A3	4.86720348727253e-16	2.02694511180947	0.157	0.053	6.67488286244554e-12	1	SLC16A3
PAK1	5.88860198020156e-16	2.28282029897004	0.124	0.036	8.07562875564841e-12	1	PAK1
UQCRC1	6.20848353858407e-16	1.33765258427002	0.312	0.157	8.5143143248142e-12	1	UQCRC1
SLC46A2	7.29995679164705e-16	4.84924805626265	0.041	0.002	1.00111607440648e-11	1	SLC46A2
SIGLEC5	7.90898295416463e-16	3.545394508189	0.061	0.008	1.08463792233414e-11	1	SIGLEC5
YBX1	1.02916458989985e-15	0.540658639615855	0.857	0.802	1.41139631858865e-11	1	YBX1
UQCR11.1	1.08705452631071e-15	0.729855271927938	0.697	0.536	1.49078657738251e-11	1	UQCR11.1
PSMB3	1.10993859195288e-15	0.790623206101324	0.525	0.348	1.52216978500418e-11	1	PSMB3
ADAP2	1.16792588869783e-15	2.59604169434186	0.09	0.019	1.60169356376021e-11	1	ADAP2
PLSCR1	1.19094033494092e-15	1.40783276171031	0.253	0.115	1.63325557533797e-11	1	PLSCR1
CHST15	1.37696316463281e-15	2.83806028428545	0.075	0.014	1.88836728397743e-11	1	CHST15
VMA21	1.38920154288516e-15	1.53523050786349	0.177	0.066	1.90515099591271e-11	1	VMA21
MGST2	1.47603269924982e-15	2.50162143828012	0.094	0.021	2.0242312437512e-11	1	MGST2
CTNNA1	1.97653000683251e-15	2.55902292857763	0.096	0.023	2.71061325137011e-11	1	CTNNA1
COX4I1	1.97718367117682e-15	0.428423099091532	0.933	0.892	2.7115096866519e-11	1	COX4I1
CD300LB	2.82405400498334e-15	4.47396306271077	0.045	0.004	3.87290766243416e-11	1	CD300LB
UBE2L6	3.18133960359867e-15	0.913816134255992	0.487	0.311	4.36288913237522e-11	1	UBE2L6
EHBP1L1	3.33003680617839e-15	2.00915181210539	0.108	0.029	4.56681247599305e-11	1	EHBP1L1
SPG21	3.67150611773651e-15	1.19677889884926	0.297	0.148	5.03510348986385e-11	1	SPG21
KBTBD11	4.4734935514081e-15	4.23821204690419	0.043	0.003	6.13494905640107e-11	1	KBTBD11
LAP3	4.61274304935984e-15	1.21247848202182	0.267	0.129	6.32591581789208e-11	1	LAP3
OGFRL1	4.89330239711378e-15	2.91451629526856	0.063	0.01	6.71067490740183e-11	1	OGFRL1
AP003774.6	5.37853839961096e-15	4.87122109202876	0.041	0.003	7.37612756122647e-11	1	AP003774.6
CREB5	5.87423808621711e-15	5.9329098778752	0.033	0.001	8.05593011143815e-11	1	CREB5
MAP3K3	6.30823613536612e-15	1.89385051690993	0.102	0.026	8.6511150360411e-11	1	MAP3K3
ATG3	6.69415737058084e-15	0.939788500398047	0.338	0.183	9.18036741801457e-11	1	ATG3
MAPKAPK3	6.87855991949473e-15	1.16002115303378	0.222	0.095	9.43325707359508e-11	1	MAPKAPK3
ZNHIT1	1.0574565486956e-14	1.00395146147658	0.409	0.244	1.45019591088115e-10	1	ZNHIT1
PLEKHO1	1.1636531682463e-14	1.61792035785752	0.167	0.062	1.59583395493297e-10	1	PLEKHO1
LTBR	1.3368620452549e-14	2.8058733158964	0.073	0.014	1.83337260886258e-10	1	LTBR
GRB2	1.35072012243142e-14	0.921110852181126	0.303	0.158	1.85237757590245e-10	1	GRB2
COX5B	1.50812564545261e-14	0.83243637819119	0.627	0.472	2.06824351017371e-10	1	COX5B
IRAK3	1.59238748729221e-14	2.62310706350974	0.063	0.01	2.18380020007254e-10	1	IRAK3
FCAR	1.79633679160146e-14	8.68592970503958	0.026	0	2.46349627600224e-10	1	FCAR
REEP5	2.00222523714417e-14	0.817972490295665	0.399	0.23	2.74585169021951e-10	1	REEP5
CES1	2.08338215257622e-14	2.97611576962295	0.045	0.004	2.85715028404303e-10	1	CES1
MYADM	2.17837702860214e-14	1.43140701888148	0.308	0.165	2.98742625702498e-10	1	MYADM
TXNDC17	2.19386576174995e-14	1.14231118023173	0.21	0.091	3.00866750566388e-10	1	TXNDC17
OLIG1	2.25309922225394e-14	3.00034419950699	0.061	0.01	3.08990027339905e-10	1	OLIG1
ATP5E	2.4666612673888e-14	0.44682680584843	0.845	0.727	3.382779262097e-10	1	ATP5E
FFAR2	3.34272472764697e-14	3.29442547045335	0.053	0.007	4.58421269149505e-10	1	FFAR2
HOMER3	3.42634768080899e-14	4.36666339256853	0.041	0.003	4.69889320946145e-10	1	HOMER3
AOAH	3.48385934851702e-14	1.06001069103607	0.23	0.102	4.77776471055624e-10	1	AOAH
C11orf31	3.49382594399954e-14	0.764215460716881	0.585	0.413	4.79143289960097e-10	1	C11orf31
APBB3	3.91324817142887e-14	2.62995607543843	0.081	0.018	5.36662854229755e-10	1	APBB3
HK3	4.54568038909726e-14	2.56898853065326	0.081	0.018	6.23394608560798e-10	1	HK3
UBE2R2	5.10175539412189e-14	1.65773227542752	0.151	0.054	6.99654734749876e-10	1	UBE2R2
UBA52	5.28953549006797e-14	0.264249547529538	0.992	0.968	7.25406897107921e-10	1	UBA52
LIN7A	5.64966883402924e-14	6.06063722785039	0.031	0.001	7.74795583898771e-10	1	LIN7A
LINC00877	6.14691943688443e-14	2.38214413945559	0.094	0.024	8.4298853157433e-10	1	LINC00877
GNB2	6.58863807847085e-14	0.79626431947792	0.395	0.235	9.03565826081493e-10	1	GNB2
EPSTI1	6.76294624738204e-14	1.06833605984478	0.293	0.154	9.27470448365974e-10	1	EPSTI1
CASP4	6.78030277059387e-14	1.12651894954001	0.45	0.285	9.29850721959244e-10	1	CASP4
CTB-61M7.2	7.10099418940343e-14	4.69236491486109	0.033	0.001	9.73830343134786e-10	1	CTB-61M7.2
TSEN34	7.11781481493509e-14	1.30855563981925	0.183	0.074	9.76137123720198e-10	1	TSEN34
PARVG	7.598257037396e-14	1.15160393004016	0.263	0.128	1.04202497010849e-09	1	PARVG
EPB41L3	9.21754038169899e-14	2.92927457462409	0.063	0.011	1.2640934879462e-09	1	EPB41L3
ARHGEF10L	1.19080428177406e-13	4.05582327697394	0.043	0.004	1.63306899202495e-09	1	ARHGEF10L
CLEC10A	1.20264385238658e-13	1.78771583051624	0.069	0.013	1.64930577916295e-09	1	CLEC10A
PRDX5	1.27608471123119e-13	0.768941514373231	0.491	0.323	1.75002257298245e-09	1	PRDX5
ROGDI	1.30838631689699e-13	1.91229709805843	0.108	0.032	1.79432099499253e-09	1	ROGDI
EIF1	1.68982153751289e-13	0.261276406118106	0.992	0.98	2.31742125654517e-09	1	EIF1
TNFRSF1A	1.80246701575557e-13	1.81654443183624	0.179	0.073	2.47190326540719e-09	1	TNFRSF1A
DKFZP761J1410	1.91297518491865e-13	3.06485053549431	0.055	0.008	2.62345416859743e-09	1	DKFZP761J1410
SNX10	2.42589312840867e-13	1.04006906005457	0.183	0.077	3.32686983629965e-09	1	SNX10
PER1	2.4372178112984e-13	1.83753993127387	0.112	0.034	3.34240050641462e-09	1	PER1
TLR8	2.66109792513654e-13	4.33102742290588	0.039	0.003	3.64942969453225e-09	1	TLR8
NQO2	2.75435144115168e-13	1.418686413348	0.169	0.067	3.77731756639542e-09	1	NQO2
OAF	2.83108029271968e-13	4.17639181945245	0.039	0.003	3.88254351343577e-09	1	OAF
NDUFA13	2.84064474871567e-13	0.752390750346964	0.593	0.43	3.89566020838866e-09	1	NDUFA13
UBR4	2.9248331017252e-13	1.98633153891521	0.118	0.038	4.01111611570594e-09	1	UBR4
CLEC4G	3.08883210570135e-13	3.88533089019202	0.039	0.003	4.23602434975883e-09	1	CLEC4G
HMGB2	3.22734312404464e-13	0.690119517667263	0.454	0.291	4.42597836031482e-09	1	HMGB2
RNF7	3.26435991748202e-13	0.798787418171644	0.379	0.22	4.47674319083485e-09	1	RNF7
MYO9B	3.32106428684621e-13	2.80999750665265	0.147	0.054	4.5545075629809e-09	1	MYO9B
VAMP5	3.61138901781921e-13	1.12173822005426	0.34	0.197	4.95265889903726e-09	1	VAMP5
QKI	3.69047590643633e-13	2.10581368342541	0.09	0.023	5.06111865808679e-09	1	QKI
ALOX5	3.81224647860653e-13	1.39792642071419	0.167	0.067	5.228114820761e-09	1	ALOX5
AGPAT2	3.84439885628822e-13	1.48879613594354	0.155	0.059	5.27220859151366e-09	1	AGPAT2
EMILIN2	4.64598742956126e-13	2.58802301302255	0.079	0.019	6.37150716090032e-09	1	EMILIN2
EIF4E2	5.09709774252206e-13	1.14038181146943	0.259	0.133	6.99015984409475e-09	1	EIF4E2
MPST	5.18323936337736e-13	1.71135997575589	0.128	0.043	7.10829446293572e-09	1	MPST
PRKCDBP	5.40236670468858e-13	4.05218612589072	0.035	0.002	7.40880569880991e-09	1	PRKCDBP
TMEM91	6.23395796195786e-13	1.50048762284479	0.081	0.019	8.54924994902901e-09	1	TMEM91
RTN3	6.53056192261287e-13	1.33448465688044	0.224	0.105	8.95601262067129e-09	1	RTN3
IFI35	6.69438359559927e-13	1.13316855633884	0.291	0.156	9.18067766300484e-09	1	IFI35
CD97	8.37225924156677e-13	0.886298578221438	0.344	0.197	1.14817163238847e-08	1	CD97
CHMP4B	9.08112410646332e-13	0.938910394312579	0.287	0.15	1.24538535996038e-08	1	CHMP4B
GNA15	9.16550477108342e-13	2.69133205728024	0.067	0.014	1.25695732430638e-08	1	GNA15
IFI27L2	9.23437888097372e-13	1.06007244542957	0.273	0.139	1.26640271973674e-08	1	IFI27L2
IMPDH1	1.02647551094438e-12	1.53775495058687	0.165	0.067	1.40770851570912e-08	1	IMPDH1
AP5B1	1.07190219955096e-12	2.98123494850948	0.059	0.01	1.47000667646418e-08	1	AP5B1
PPT1	1.09635346152142e-12	1.30982796081562	0.308	0.165	1.50353913713047e-08	1	PPT1
CDC42EP2	1.1119627416711e-12	3.18703657942649	0.053	0.008	1.52494570392775e-08	1	CDC42EP2
HSD17B11	1.12998529741278e-12	1.00326239326679	0.391	0.24	1.54966183687188e-08	1	HSD17B11
DPYSL2	1.14313419198813e-12	2.78568622323227	0.059	0.01	1.56769423089253e-08	1	DPYSL2
BLOC1S1	1.24455047050731e-12	0.562647404845204	0.448	0.28	1.70677651525373e-08	1	BLOC1S1
HRH2	1.24573926629457e-12	2.02707475275106	0.079	0.019	1.70840682979637e-08	1	HRH2
MOB3A	1.30320006964062e-12	1.18799012524654	0.183	0.077	1.78720857550515e-08	1	MOB3A
HPSE	1.54420131845447e-12	2.98887962342292	0.049	0.007	2.11771768812846e-08	1	HPSE
CCL2	1.82047427544841e-12	8.44167615656995	0.022	0	2.49659842134995e-08	1	CCL2
UNC93B1	2.02577751443107e-12	1.45788053825326	0.163	0.067	2.77815128329078e-08	1	UNC93B1
PRKCD	2.32277305003853e-12	2.25762049532505	0.118	0.04	3.18545096082284e-08	1	PRKCD
DOK2	2.60404741905993e-12	0.913039013114376	0.36	0.213	3.57119063049879e-08	1	DOK2
ZGLP1	2.74266852141124e-12	2.92932040292197	0.047	0.006	3.76129561026337e-08	1	ZGLP1
DUSP1	2.86255586940518e-12	0.449478652473056	0.939	0.873	3.92570911930226e-08	1	DUSP1
MEGF9	2.89907908167572e-12	2.16173704850737	0.073	0.017	3.97579705261008e-08	1	MEGF9
GNAS	3.23424899643078e-12	0.740048832075775	0.426	0.27	4.43544907370517e-08	1	GNAS
NAAA	3.29384916126805e-12	1.12803314093015	0.285	0.155	4.51718473976301e-08	1	NAAA
CBR1	3.69443825082344e-12	1.24932206916834	0.208	0.099	5.06655261717926e-08	1	CBR1
DMXL2	3.82616918348556e-12	2.9373818266238	0.065	0.014	5.24720841823209e-08	1	DMXL2
IQGAP1	3.96255688395476e-12	1.3285420682626	0.2	0.091	5.43425051065556e-08	1	IQGAP1
ARF5	4.35559106553271e-12	0.752670282809281	0.426	0.27	5.97325758727156e-08	1	ARF5
COLGALT1	4.43184583018654e-12	1.83240585461334	0.084	0.022	6.07783337151782e-08	1	COLGALT1
KCNK6	4.97415870254424e-12	2.70637138156526	0.081	0.021	6.82156124466917e-08	1	KCNK6
CYP1B1	5.33997252587118e-12	4.98422988511471	0.026	0.001	7.32323832197974e-08	1	CYP1B1
PRKACA	5.40056210659478e-12	3.09960609928764	0.092	0.026	7.40633087298409e-08	1	PRKACA
TPD52L2	5.40410059099393e-12	1.29126603891692	0.153	0.061	7.41118355048908e-08	1	TPD52L2
SRA1	5.58203191432877e-12	1.99582255166099	0.191	0.086	7.65519856731047e-08	1	SRA1
NRROS	5.63434536829529e-12	1.64801161881235	0.128	0.046	7.72694123808016e-08	1	NRROS
CD83	5.63746020805668e-12	1.64969101785672	0.147	0.058	7.73121292932893e-08	1	CD83
FOLR2	5.73273536187027e-12	4.20418621781545	0.031	0.002	7.86187327526889e-08	1	FOLR2
MCL1	5.74664847828805e-12	0.785608178629942	0.527	0.379	7.88095372312423e-08	1	MCL1
PLXDC2	5.98657455324037e-12	3.17698120498053	0.051	0.008	8.20998834231385e-08	1	PLXDC2
S100Z	6.18303603168249e-12	2.76901280679351	0.059	0.011	8.47941561384937e-08	1	S100Z
LFNG	8.21116575175987e-12	1.78669899467585	0.102	0.032	1.12607927119635e-07	1	LFNG
SLC24A4	8.82667016485579e-12	2.91265476329795	0.053	0.009	1.21048954640832e-07	1	SLC24A4
PLXNB2	8.95288623156247e-12	2.17326084909495	0.09	0.026	1.22779881779648e-07	1	PLXNB2
TPPP3	9.17811827923227e-12	1.79340461635895	0.1	0.031	1.25868714081391e-07	1	TPPP3
ASRGL1	9.38760774357751e-12	2.84686375167103	0.053	0.009	1.28741652595422e-07	1	ASRGL1
RASGRP4	9.41871211512352e-12	2.85235100166317	0.071	0.017	1.29168217946804e-07	1	RASGRP4
PLXND1	9.82621391478647e-12	2.78684982184862	0.053	0.009	1.34756697627382e-07	1	PLXND1
QSOX11	1.01276472860481e-11	1.37135987262522	0.088	0.024	1.38890554880864e-07	1	QSOX1
MARCKS	1.03169311658592e-11	2.18358260705645	0.073	0.018	1.41486394008593e-07	1	MARCKS
PPP4C	1.08293189485395e-11	0.825749511963979	0.413	0.263	1.48513280060271e-07	1	PPP4C
LSMD1	1.09426991397705e-11	1.06095377605784	0.281	0.152	1.50068176002813e-07	1	LSMD1
PSMA7	1.16707408714566e-11	0.699950130198723	0.668	0.536	1.60052540311155e-07	1	PSMA7
NPEPL1	1.18447904497331e-11	2.17180049294898	0.065	0.014	1.6243945622764e-07	1	NPEPL1
CYSTM1	1.20139048036963e-11	1.88876064967543	0.118	0.042	1.64758690477891e-07	1	CYSTM1
MRPL23	1.30814551305786e-11	0.907484539102864	0.409	0.261	1.79399075660755e-07	1	MRPL23
CCNY	1.46498751497363e-11	1.64219223751719	0.086	0.024	2.00908387803483e-07	1	CCNY
CORO1C	1.47166234495972e-11	1.63301289402689	0.106	0.034	2.01823773987776e-07	1	CORO1C
HAUS4	1.58680243093662e-11	1.52670254071904	0.141	0.055	2.17614085378648e-07	1	HAUS4
SNORD3B-2	1.78234350822414e-11	2.69228349581107	0.059	0.012	2.44430588717859e-07	1	SNORD3B-2
SLC27A3	1.87997399040395e-11	2.1490799525096	0.086	0.024	2.57819633043997e-07	1	SLC27A3
TGFB1	1.90698707002045e-11	1.15867114642001	0.308	0.176	2.61524206782604e-07	1	TGFB1
VASP	2.01109126530658e-11	0.677396005882127	0.405	0.244	2.75801056124145e-07	1	VASP
RAB11FIP1	2.35448346423056e-11	1.5222680431275	0.134	0.052	3.22893862284579e-07	1	RAB11FIP1
CKAP4	2.5396746335363e-11	2.00568190583252	0.081	0.022	3.48290979243168e-07	1	CKAP4
EIF3K	2.53992540902916e-11	0.41587745614891	0.802	0.721	3.48325370594259e-07	1	EIF3K
C14orf2	2.63833999963709e-11	1.05122122027918	0.269	0.147	3.61821947550231e-07	1	C14orf2
ARHGAP26	2.90586284174166e-11	1.87792541304577	0.073	0.018	3.98510030116451e-07	1	ARHGAP26
PARL	3.32604719160597e-11	1.61924851368414	0.22	0.109	4.56134111856843e-07	1	PARL
RGS18	3.59328747050238e-11	0.984341023333402	0.081	0.022	4.92783443704696e-07	1	RGS18
SRC	3.61439972033165e-11	4.48806206030692	0.031	0.002	4.95678777646282e-07	1	SRC
GNG5	3.81487370998553e-11	0.851651876663571	0.407	0.267	5.23171780587415e-07	1	GNG5
RNF181	3.94732494592997e-11	0.679028578770282	0.326	0.192	5.41336143084836e-07	1	RNF181
GMFG	4.10513359845502e-11	0.368044967770719	0.78	0.678	5.62978021692121e-07	1	GMFG
BCL6	4.21877451689854e-11	2.04471476010724	0.073	0.019	5.78562737247466e-07	1	BCL6
NDUFV3	4.33056084355526e-11	1.39338609146541	0.147	0.06	5.93893114085168e-07	1	NDUFV3
PPP1R9B	5.18771837311332e-11	1.81815175591327	0.084	0.024	7.11443697688761e-07	1	PPP1R9B
FRAT2	5.26617886552187e-11	1.50087751855263	0.108	0.037	7.2220376961767e-07	1	FRAT2
FKBP15	5.35096339140749e-11	1.55397216630097	0.108	0.037	7.33831119497623e-07	1	FKBP15
AP003733.1	5.46662298116678e-11	1.69549931346792	0.096	0.03	7.49692675637212e-07	1	AP003733.1
CHN2	7.02738503245092e-11	3.83831767902708	0.047	0.008	9.63735583350318e-07	1	CHN2
KCTD12	7.29261145379034e-11	2.0440504118946	0.073	0.019	1.00010873477281e-06	1	KCTD12
CTNNBIP1	7.44004636763121e-11	0.989559276226128	0.126	0.048	1.02032795885694e-06	1	CTNNBIP1
IRF5	7.63544119601778e-11	1.65173741488183	0.086	0.025	1.04712440562188e-06	1	IRF5
FAM45A	7.74851410136192e-11	1.76591844881437	0.157	0.068	1.06263122386077e-06	1	FAM45A
RILP	8.58108650827135e-11	2.34360598830078	0.057	0.012	1.17681020374433e-06	1	RILP
IFIT2	8.78682527546543e-11	1.10680294954115	0.118	0.043	1.20502521827733e-06	1	IFIT2
GABARAPL1	8.95389559017968e-11	1.4055673565991	0.13	0.05	1.22793724123724e-06	1	GABARAPL1
METRNL	9.57268369683288e-11	2.02024537380301	0.057	0.012	1.31279784218366e-06	1	METRNL
SULF2	9.89629466427904e-11	1.92829577482312	0.086	0.025	1.35717785025923e-06	1	SULF2
SNX3	1.03301778146365e-10	0.447358022912591	0.58	0.435	1.41668058549925e-06	1	SNX3
PLEKHM2	1.15215045459457e-10	2.51451929169545	0.049	0.009	1.58005913343099e-06	1	PLEKHM2
SNF8	1.21333960125132e-10	1.13731183007557	0.293	0.168	1.66397392915607e-06	1	SNF8
MIR4435-1HG	1.29383083679953e-10	1.32310772079651	0.128	0.049	1.77435960958688e-06	1	MIR4435-1HG
KIF13A	1.37521902734751e-10	3.62547905569356	0.033	0.003	1.88597537410437e-06	1	KIF13A
RAB20	1.55492447948182e-10	2.48787314242465	0.053	0.01	2.13242343116137e-06	1	RAB20
SH2B3	1.58581822668871e-10	1.95941298401538	0.086	0.026	2.1747911160809e-06	1	SH2B3
HCAR2	1.84660574916895e-10	3.08679790120679	0.047	0.008	2.5324351244103e-06	1	HCAR2
KCNMB1	1.85336909675994e-10	3.13935881916976	0.041	0.006	2.54171037929658e-06	1	KCNMB1
DYSF	1.86141049720098e-10	7.75232749897894	0.018	0	2.55273835586143e-06	1	DYSF
MITF	1.86141049720098e-10	7.07274902137974	0.018	0	2.55273835586143e-06	1	MITF
PPM1F	2.09709730163576e-10	2.19633291726931	0.081	0.024	2.87595923946328e-06	1	PPM1F
COMMD9	2.13115825115122e-10	0.968299617891816	0.206	0.102	2.92267042562878e-06	1	COMMD9
OAS1	2.23485344101668e-10	0.657635305704537	0.301	0.171	3.06487800901027e-06	1	OAS1
SYNGR1	2.52934579128715e-10	1.64865930540497	0.079	0.023	3.4687448181712e-06	1	SYNGR1
CD151	2.69241045753149e-10	1.28499541306552	0.1	0.033	3.69237170145869e-06	1	CD151
HCAR3	2.7878495963908e-10	2.71630125523028	0.051	0.01	3.82325693649035e-06	1	HCAR3
TESC	3.06591229954133e-10	1.44090352797677	0.149	0.064	4.20459212759099e-06	1	TESC
RRP12	3.16439866699925e-10	2.45577227405695	0.065	0.016	4.33965633192278e-06	1	RRP12
PHPT1	3.44332061296202e-10	0.894731279424931	0.257	0.142	4.72216988861611e-06	1	PHPT1
TLR7	3.66354309176238e-10	3.06995325147857	0.035	0.004	5.02418299604293e-06	1	TLR7
CRISPLD2	4.00789670805774e-10	4.30605055294948	0.026	0.002	5.49642954543039e-06	1	CRISPLD2
NDUFB11	4.07919190161569e-10	0.627704298180984	0.523	0.378	5.59420377387576e-06	1	NDUFB11
DUSP3	4.11110315987172e-10	2.34965130225916	0.059	0.014	5.63796687344808e-06	1	DUSP3
HAAO	4.1792993930197e-10	3.91790028477125	0.026	0.002	5.73149118758722e-06	1	HAAO
JOSD2	4.37413782646016e-10	1.45431777655158	0.167	0.078	5.99869261520746e-06	1	JOSD2
FIBP	4.68979442968601e-10	1.1244322538014	0.267	0.151	6.43158408087139e-06	1	FIBP
KRT7	4.8892973737829e-10	4.38834782102919	0.024	0.001	6.70518241840587e-06	1	KRT7
MT-ND3	5.01470967444929e-10	0.795666516193906	0.312	0.183	6.87717284753975e-06	1	MT-ND3
SEMA4A	5.2724013633576e-10	1.80282455052061	0.088	0.028	7.23057122970861e-06	1	SEMA4A
TNFAIP8L2	5.38031316802754e-10	1.15120226222493	0.175	0.082	7.37856147863297e-06	1	TNFAIP8L2
RENBP	5.65552267053745e-10	1.80333345997178	0.09	0.029	7.75598379037507e-06	1	RENBP
CLTB	5.85192062733306e-10	0.869235399495336	0.293	0.169	8.02532394832455e-06	1	CLTB
TLN1	6.19072725966125e-10	0.994943781533973	0.21	0.107	8.48996336389944e-06	1	TLN1
PHC2	6.2238221261255e-10	2.7518621028263	0.049	0.01	8.53534966376851e-06	1	PHC2
TFE3	6.28276135532957e-10	2.40410788840185	0.047	0.009	8.61617892269897e-06	1	TFE3
CYC1	6.28741393093013e-10	0.765663646807206	0.297	0.17	8.62255946487757e-06	1	CYC1
ARAP1	7.13009691609172e-10	1.08953570818006	0.106	0.038	9.77821491072818e-06	1	ARAP1
SAMD4A	7.15605238007628e-10	2.57597677373638	0.051	0.01	9.81381023403661e-06	1	SAMD4A
GALK1	7.23319682759851e-10	2.46923321971157	0.11	0.041	9.9196061293686e-06	1	GALK1
TRIOBP	8.11715790631535e-10	2.48252123345169	0.057	0.013	1.11318703527209e-05	1	TRIOBP
CCR1	8.27812351335788e-10	2.17964878959454	0.053	0.011	1.1352618586219e-05	1	CCR1
LILRA1	8.43370750687621e-10	1.80297594206499	0.092	0.031	1.156598647493e-05	1	LILRA1
ARID3A	8.58210528901928e-10	2.66654234553067	0.043	0.007	1.1769499193361e-05	1	ARID3A
NRM	9.16334396311145e-10	2.029480848936	0.061	0.015	1.2566609911011e-05	1	NRM
SIRPB1	1.00829557728734e-09	2.15427083589228	0.084	0.027	1.38277655469185e-05	1	SIRPB1
ZMIZ1	1.01795187423738e-09	2.05504758150686	0.055	0.012	1.39601920032915e-05	1	ZMIZ1
SECTM1	1.07175167964654e-09	2.57179127510671	0.063	0.016	1.46980025346726e-05	1	SECTM1
EVI5	1.1638428946432e-09	2.85642805277708	0.039	0.006	1.59609414571368e-05	1	EVI5
ID2	1.25031822881711e-09	0.42222252470784	0.507	0.358	1.71468641899978e-05	1	ID2
RP11-274B18.2	1.258515695278e-09	3.36590658004533	0.035	0.005	1.72592842450425e-05	1	RP11-274B18.2
DYNLL1	1.38759145001432e-09	0.481883922831349	0.454	0.312	1.90294291454964e-05	1	DYNLL1
AC093673.5	1.42930442313656e-09	1.58681391419794	0.077	0.023	1.96014808588947e-05	1	AC093673.5
PARP14	1.45573037277204e-09	1.16028600221415	0.147	0.064	1.99638863321958e-05	1	PARP14
ARHGAP27	1.59175376463664e-09	1.49436229185937	0.118	0.047	2.18293111282269e-05	1	ARHGAP27
IKBIP	1.66619844306954e-09	1.18167147761491	0.112	0.043	2.28502454482557e-05	1	IKBIP
IL15	1.69121114097547e-09	1.63904858559115	0.067	0.018	2.31932695873376e-05	1	IL15
ATP6V0A1	1.72218472315622e-09	2.24310271693006	0.059	0.014	2.36180412933645e-05	1	ATP6V0A1
SNCA	1.79029192711259e-09	1.586125621366	0.057	0.014	2.4552063488422e-05	1	SNCA
NAGA	1.79197629445407e-09	1.86094467375712	0.1	0.037	2.45751629021432e-05	1	NAGA
AKR1A1	1.81999929548874e-09	0.978642910499132	0.234	0.128	2.49594703383326e-05	1	AKR1A1
CTDNEP1	1.8652425027176e-09	1.34234986030972	0.118	0.047	2.55799356822691e-05	1	CTDNEP1
OLFM1	1.8925870108713e-09	7.17275342547832	0.016	0	2.5954938267089e-05	1	OLFM1
ARL11	1.91453561317294e-09	2.02149832005295	0.059	0.014	2.62559413990538e-05	1	ARL11
SDSL	1.92470156515749e-09	2.47173939841257	0.041	0.007	2.63953572645698e-05	1	SDSL
NUDT14	1.93971130207938e-09	2.05798379970751	0.057	0.014	2.66012007967166e-05	1	NUDT14
RPS91	2.06118943797104e-09	0.228598910521926	0.988	0.986	2.82671519523348e-05	1	RPS9
ATG16L2	2.14628768643345e-09	1.18097851364132	0.128	0.053	2.94341893317483e-05	1	ATG16L2
IQSEC2	2.22361199318348e-09	3.70938034483661	0.033	0.004	3.04946148745183e-05	1	IQSEC2
CLEC11A	2.24447677082094e-09	1.83741705709473	0.084	0.027	3.07807544350384e-05	1	CLEC11A
TTYH2	2.33777890902217e-09	2.70201697685919	0.043	0.008	3.20602999583301e-05	1	TTYH2
NLRP12	2.4307830633834e-09	3.67585967601168	0.026	0.002	3.333575893124e-05	1	NLRP12
ADRBK1	2.47136300621344e-09	1.26478661009696	0.169	0.081	3.38922722672111e-05	1	ADRBK1
SPHK1	2.61289902481602e-09	2.20360684073695	0.026	0.002	3.58332972263269e-05	1	SPHK1
NIPSNAP3A	2.93384517769612e-09	1.1294052162587	0.13	0.055	4.02347527669246e-05	1	NIPSNAP3A
CARD9	2.9807035871037e-09	2.52782869464217	0.055	0.013	4.08773689935402e-05	1	CARD9
